Year,World,Africa,Asia and Oceania,Central and South America,Eurasia,Europe,Middle East,North America,EU28,OECD,OPEC,Persian Gulf,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burma,Cambodia,Cameroon,Canada,Chile,China,Colombia,Congo,Croatia,Cuba,Cyprus,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Lithuania,Malaysia,Malta,Mauritius,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Norway,NZ,Oman,Pakistan,Panama,Paraguay,Peru,Poland,Portugal,Qatar,Romania,Russian Federation & USSR,Senegal,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sudan,Suriname,Sweden,Tajikistan,Thailand,Togo,Tunisia,Turkey,Ukraine,United Kingdom,United States of America,Uruguay,Uzbekistan,Yemen,Zambia,Zimbabwe
1999,91.00289264,4.691531149,10.14267671,3.596184185,24.98138805,11.32536861,7.662457278,28.60328667,9.259240892,40.96037477,11.79771272,7.216188808,0.000778664,3.422378075,0.021865246,1.34721004,0,1.272057692,0.065213115,0.234270476,0.328369125,0.330408268,0.008121153,0,0,0.096257128,0,0.239297488,0.368976006,0.000743609,0.05734369,0,0,6.768202941,0.046988348,1.091272589,0.179458934,0,0.060519876,0.019522541,0,0.327430486,0,0.004848004,0.572791335,0,0,0,0,0,0.077699932,0.003904509,0.002342704,0.778176484,0,0,0.000117098,0,0,0,0.122138489,0,0.821333934,2.884428327,0.124163351,0.051348866,0.000387468,0.666710554,0.052320405,0,0.10409635,0.010932622,0.179607369,0,,0.337349488,0.000390451,0,0,0.20303442,0,1.484754543,0,0,1.411465111,0,,0.001561803,0.002342704,0,0,2.517554492,0,0,0.271363314,2.010813444,,0.218261987,0.773249206,0,0,0.014204279,0.144498346,0,0.860944035,0.526903463,20.87599817,0.001341032,0.026511611,0,0.007625538,0,0.054663112,0.006090062,0,0,0,0.002342704,0.645257056,0,0.083184293,0.028024,0.698906962,3.898313528,20.42361861,0,2.108702796,0,0,0
2000,94.28338992,5.165712627,10.17618142,3.908101293,25.83944684,11.65177978,8.370582647,29.17158531,9.469216752,41.93420593,12.67180328,7.784332514,0.001167996,3.498449719,0.022255696,1.457886214,0,1.320585216,0.067649238,0.220995151,0.334616345,0.354139235,0.007773104,6.40987E-05,0,0.129382047,0,0.282735613,0.386155853,0.000732422,0.113687187,0,0,6.968595749,0.044638933,1.061946023,0.197474127,0,0.064814833,0.023427049,0,0.346656527,0,0.006787206,0.71452494,0,0,0,0,0,0.070035015,0.003123606,0.002342704,0.735921665,0,0,0.001969483,0,0,0,0.11530016,0,0.784701653,2.574685555,0.122992002,0.045953639,0.000387468,0.634550026,0.052710857,0,0.112261585,0.011323073,0.347501214,0,,0.374832787,0.000507586,0,0,0.234270476,0,1.628478552,0,0,1.440582212,0,,0.001952254,0.002342704,0,0,2.42780495,0,0,0.48650168,2.135696519,,0.355700676,0.843956262,0,0,0.011779158,0.154293628,0,1.136211816,0.504639944,20.60131352,0.00167629,0.021201478,0,0.00618706,0,0.064424381,0.006530709,0,0,0,0.001561803,0.678412576,0,0.08230867,0.024497039,0.702811488,4.278232176,20.76240735,0,2.139043949,0,0,0
2001,96.17093682,5.362686811,10.07262795,4.17838424,26.09621475,11.78188661,8.815732677,29.86340377,9.530169461,42.77899566,13.04603279,8.058019808,0.001167996,3.3168865,0.020693893,1.447364116,0,1.350442166,0.064913286,0.22333785,0.347501214,0.376044773,0.007734431,0,0,0.182381915,0,0.256750306,0.40411658,0.000732422,0.23337546,0,0,7.119465831,0.046988348,1.181195758,0.210985509,0,0.068719338,0.011713525,0,0.353136073,0,0.007756807,0.958556681,0,0,0,0,0,0.072011884,0.003123606,0.002342704,0.742029578,0,0,0.001867787,0,0,0,0.115310417,0,0.773904859,2.173076856,0.107764422,0.031578594,0.000387468,0.581483299,0.052710857,0,0.111729828,0.011323073,0.393574398,0,,0.331883185,0.000624721,0,0,0.241298602,0,1.679920759,0,0,1.449269822,0,,0.001952254,0.002342704,0,0,2.607003967,0,0,0.581771686,2.21508302,,0.545459779,0.763844816,0,0,0.012818497,0.162545229,0,1.03859917,0.530614056,20.48090492,0.00167629,0.023505139,0,0.007016926,0,0.081994672,0.020782276,0,0,0,0.001952254,0.680234253,0,0.098507713,0.011960996,0.710620456,4.164749925,21.29466812,0,2.393150136,0,0,0
2002,98.22351532,5.421028605,11.03014126,4.210154075,26.68765547,12.10801271,9.650938268,29.11558494,9.345713205,42.487293,13.59399987,8.787278976,0.001167996,3.330756028,0.024207949,1.407224553,0,1.407138137,0.070460151,0.197625158,0.369366463,0.405252145,0.00734771,0,0,0.22602887,0,0.315314201,0.423639097,0.000752654,0.330171475,0,0,7.156816274,0.07726134,1.271996983,0.213410646,0,0.058959192,0.013665778,0,0.353845522,0,0.004848004,0.976126964,0,0,0,0,0,0.070232666,0.003514057,0.000500314,0.744632931,0,0,0.001974517,0,0,0,0.10969102,0,1.00565211,2.374694219,0.092146385,0.03121973,0.000372551,0.557868366,0.050021705,0,0.123675129,0.012103975,0.511490554,0,,0.312360635,0.000390451,0,0,0.242469943,0,1.780448884,0,0,1.491482981,0,,0.001952254,0.002342704,0,0,2.525443889,0,0,0.554440172,2.723213248,,0.585676212,0.743829316,0,0,0.015243616,0.166258804,0,1.151829878,0.494500143,20.97383112,0.00167629,0.023427049,0,0.006759162,0.000239864,0.089803686,0.021728718,0,0,0,0.000780902,0.727963689,0,0.094129601,0.014491207,0.718429466,4.125805316,20.46728568,0,2.188348083,0,0,0
2003,101.3939247,5.894949143,11.59101672,4.649403709,27.58809544,12.20941232,10.18082342,29.28022398,9.119331416,42.69665256,14.20868384,9.283603295,0.001167996,3.391697372,0.025379303,1.599349185,0,1.37869105,0.078368175,0.198005554,0.375613667,0.456273654,0.006187545,0,0,0.281366986,0,0.34207518,0.445113906,0.000752654,0.377338817,0,0,6.985172547,0.064547448,1.336688026,0.210985509,0,0.070370646,0.01444668,0,0.335350831,0,0.007272006,1.170181083,0,0,0,0,0,0.060641071,0.003514057,0.000769714,0.741364547,0,0,0.001442878,0,0,0,0.106421343,0,1.052695665,2.520216292,0.042949584,0.026076558,0.000745101,0.529713643,0.050021705,0,0.12755054,0.012103975,0.280968402,0,,0.35531022,0.001054217,0,0,0.214747947,0,1.877050334,0,0,1.562449074,0,,0.001952254,0.003123606,0,0,2.431622139,0,0,0.792615166,3.054559573,,0.616912252,0.817597257,0,0,0.018015184,0.168055175,0,1.226015494,0.45777839,21.85056253,0.00167629,0.012884877,0,0.007750654,0.000199887,0.089022785,0.008659281,0,0,0,0.001561803,0.792817263,0,0.100258968,0.021468455,0.761379042,4.088661324,20.73260236,0,2.180042309,0,0,0
2004,104.2166168,6.128907368,11.93361595,5.13409635,28.6045749,12.67682443,11.01893109,28.71966673,9.286630247,42.61391383,15.11776393,10.0330708,0.001167996,3.368581673,0.02928381,1.748995842,0,1.387043925,0.074229732,0.194308002,0.380689529,0.496346103,0.006967701,0,0,0.391653482,0,0.374653746,0.449018432,0.012442801,0.400922508,0,0,7.017051679,0.063960655,1.588437379,0.220339565,0,0.06213799,0.01444668,0,0.395273431,0,0.008241607,1.271307836,0,0,0,0,0,0.052418116,0.003904509,0.000746592,0.676950378,0,0,0.001337863,0,0,0,0.110137998,0,1.087399841,2.33485845,0.06832889,0.03207626,0.024960883,0.494462964,0.048528521,0,0.132408693,0.012103975,0.350195344,0,,0.378737271,0.001132307,0,0,0.314703338,0,1.940665745,0,0,1.560364466,0,,0.001561803,0.045292292,0,0,2.868155073,0,0,0.851182762,3.35327984,,0.671575364,0.886931168,0,0,0.038646052,0.183827747,0,1.529395837,0.438289422,22.74289731,0.00167629,0.009370819,0,0.006608575,0.000199887,0.079261517,0.014418711,0,0,0,0.001522758,0.833856779,0,0.105074893,0.02637553,0.74966559,3.856102462,20.14225058,0,2.270268938,0,0,0
2005,107.7678074,7.147429969,13.01262231,5.300141961,29.18511187,12.28178813,12.49005453,28.35065867,8.751949255,41.85862789,16.72161148,11.43551068,0.001167996,3.750410297,0.025379303,1.778223767,0,1.459520741,0.065343342,0.225723078,0.418172828,0.530446249,0.006658026,0,0,0.481285639,0,0.385478228,0.449018432,0.117986415,0.510979639,0,0.000780902,7.11526982,0.075187995,1.945407171,0.231079377,0.00468541,0.058291661,0.015618032,0,0.436733858,0,0.012604811,1.659415906,0,0,0,0,0,0.042328669,0.003904509,0.000559945,0.667116548,0,0,0.000851459,0,0,0,0.108517276,0,1.152952359,2.302746071,0.056615367,0.021523199,0.025705985,0.46050944,0.048528521,0,0.14216258,0.010932622,0.472835923,0,,0.480254472,0.001171352,0,0,0.441209422,0,2.198269334,0,0,1.640394478,0,,0.001783548,0.086289621,0,0,2.620400429,0,0,0.874609792,3.484521743,,0.779730247,0.996988365,0,0,0.07105981,0.181833159,0,1.788264634,0.434138754,22.99542666,0.00167629,0.00976127,0,0.005882158,0.00015991,0.072623852,0.006726046,0,0,0,0.001600848,0.883828456,0,0.109453017,0.034387864,0.757474558,3.516433491,19.59499437,0,2.263821433,0,0,0
2006,111.8980172,7.913562718,14.34681394,5.707903387,29.79653049,11.8580576,13.24616201,29.02898709,8.319317947,42.20587136,17.55740295,12.02719701,0.001167996,3.664882304,0.026550653,1.796539886,0,1.474788116,0.07550002,0.264507102,0.442380763,0.580459752,0.006580606,0,0,0.514020847,0,0.389818328,0.53882211,0.017406109,0.4952572,0,0.000780902,7.101252414,0.072214898,2.280475435,0.250133906,0.007028115,0.059746804,0.015618032,0,0.434189205,0,0.013574412,2.135765811,0,0,0,0,0,0.046695234,0.003904509,0.000373296,0.694536696,0,0,0.001210249,0,0,0,0.110918422,0,1.187656661,2.531191486,0.070281145,0.019115009,0.036680001,0.418849524,0.048528521,0,0.156723115,0.012494426,0.533746243,0,,0.484549459,0.001015172,0,0,0.51519985,0,2.362413037,0,0,1.840973851,0,0,0.002602259,0.100736309,0,0,2.579847838,0,0,1.112784744,3.495485758,,0.925758839,1.169195427,0,0,0.080054723,0.180642614,0,1.97958561,0.471512434,23.55022372,0.00167629,0.007391342,0,0.008196931,0.00015991,0.113230737,0.002937406,0,0,0,0.001405623,0.906949766,0,0.109453017,0.034694557,0.761379042,3.190995034,20.08676083,0,2.379496688,0,0,0
2007,114.3071667,7.874412501,15.37580876,5.615888427,30.15819939,11.41298603,14.08123558,29.78863598,7.812125475,42.63375476,18.01925887,12.88429539,0.000385603,3.359527843,0.032407416,1.747047347,0,1.556543634,0.073956305,0.396697998,0.459951046,0.63040949,0.006193512,0,0,0.549094298,0,0.388240118,0.53869906,0.011031074,0.531418801,0,0.000780902,6.964673136,0.069554764,2.699486192,0.264684627,0.011323073,0.077027997,0.0221964,0,0.384876987,0,0.013332013,2.174811028,0,0,0,0,0,0.041564551,0.003123606,0.000348683,0.687155996,0,0,0.001026695,0,0,0,0.093326133,0,1.219383477,2.788090896,0.057005819,0.017195984,0.043108453,0.37028454,0.055994452,0,0.166513658,0.007812746,0.685452596,0,,0.47088366,0.000718429,0,0,0.596608826,0,2.340029818,0,0,1.92989403,0,0,0.002496166,0.103079012,0,0,2.535523568,0,0,1.26896507,3.562555949,,0.911748508,1.189834508,0,0,0.120082076,0.181322814,0,2.618489113,0.452806607,23.39717692,0.00167629,0.003684483,0,0.005059824,0.000119932,0.059738975,0.000724292,0,0,0,0.000780902,0.947300009,0,0.06917431,0.034234517,0.699567053,2.871491492,20.89406881,0,2.472378208,0,0,0
2008,117.9073506,8.288153984,16.04006252,5.781604278,30.46149962,11.82991678,15.12761732,30.37849606,7.842492226,43.70407639,19.04043841,13.92567472,0.001131077,3.425984417,0.026550653,1.717040007,0,1.601631325,0.061288916,0.598170628,0.484549459,0.694901744,0.005883836,0,0,0.57134647,0,0.497925866,0.529200676,0.004110361,0.487395981,0,0.000780902,6.556636819,0.067794378,2.963316389,0.311801258,0.01444668,0.077180041,0.042913042,0,0.419720043,0,0.010830441,2.302488457,0,0,0,0,0,0.036093018,0.003123606,0.000271787,0.608356233,0,0,0.000681331,0,0,0,0.093438352,0,1.257251576,2.845405467,0.073404753,0.016481052,0.054452784,0.353078856,0.059727411,0,0.165747043,0.006562706,0.776596595,0,0,0.495872534,0.001171352,0,0,0.620816778,0,2.391472025,0,0,1.959789708,0,0,0.002382981,0.121480542,0,0,2.789352965,0,0,1.281654717,3.943560443,,0.910561132,1.228633458,0,0,0.175454871,0.171759195,0,3.189460488,0.422471482,23.31036948,0.00167629,0.003706859,0,0.004070086,0.00011982,0.05310131,0.000652355,0,0,0,0.001171352,1.047859618,0,0.119729668,0.039026173,0.705160869,2.776172416,21.86206953,0,2.563818632,0,0,0
2009,115.6917636,7.988575374,16.90444218,5.515301407,26.65903911,11.28907956,16.48474216,30.85058376,7.134087204,43.7403763,19.82921596,15.21010396,0.001131077,3.300747432,0.026941106,1.611897736,0,1.662692287,0.06238878,0.59895155,0.487282602,0.760898021,0.005806418,0,0,0.491807654,0,0.405600441,0.446266239,0.000373669,0.45359272,0,0.000780902,6.133520067,0.075729553,3.282952444,0.36342168,0.020693893,0.075094093,0.042913042,0,0.350070088,0,0.01165669,2.447736127,0,0,0,0,0,0.034326853,0.003123606,0.000339734,0.604013056,0,0,0.000545586,0,0,0,0.106477689,0,1.588744355,2.94296247,0.044823751,0.014727118,0.04462103,0.30569646,0.059727411,0,0.159607155,0.006875216,0.735810715,0,0,0.448588908,0.000601294,0,0,0.620855841,0,2.371837607,0,0,2.393983519,0,0,0.002382981,0.110737364,0,0,2.627142433,0,0,1.008313743,4.12057056,,0.937397976,1.251589515,0,0,0.1668023,0.171169832,0,3.699858999,0.401754857,20.91378278,0.00167629,0.007043032,0,0.004083101,0.00011982,0.041387786,0.000574302,0,0,0,0.001483714,1.125100928,0,0.072966567,0.026247691,0.721543399,2.367071564,22.32308018,0,2.328978885,0.031560509,0,0
2010,123.4936443,8.217326029,18.91293935,5.915296484,29.21553227,11.65633274,18.7163776,30.85983981,7.391806053,44.52980557,21.84871114,17.02310175,0.000372551,3.350933976,0.028659089,1.562716904,0,2.070932752,0.065049194,0.610665086,0.498605677,0.782974682,0.001045155,0,0,0.56000602,0,0.496742174,0.459411786,0.001885128,0.473638826,0,0.008199467,5.883851135,0.072960772,3.679204468,0.390098027,0.036311925,0.072044323,0.039583582,0,0.341894942,0,0.012995634,2.394634817,0,0,0,0,0,0.029024754,0.003123606,0.000175275,0.517273237,0,0,0.000327274,0,0,0,0.10405575,0,2.04361945,3.357578679,0.050875741,0.010433704,0.059537221,0.320539218,0.061780542,0,0.147013746,0.006875216,0.74869442,0,0,0.45811593,0.000468541,0,0,0.656503973,0,2.413855244,0,0,1.949288711,0,0,0.00270183,0.128918129,0,0,2.953328192,0,0,1.131916871,4.225023809,,1.025781742,1.28133539,0,0,0.325166084,0.171931608,0,4.835089974,0.391766475,23.24833911,0.00167629,0.012974006,0,0.004111471,0.000279551,0.037873729,0.00207577,0,0,0,0.001600848,1.318933105,0,0.08047277,0.026156323,0.704422485,2.396350777,23.02669997,0,2.279750491,0.252018648,0,0
2011,127.7777638,8.309842371,18.9264772,6.15044469,30.94953764,10.61731182,20.49369786,32.33045222,6.555259607,45.0619928,23.97630175,18.69688706,0.000372551,3.277942854,0.0293619,1.51088612,0,2.218314183,0.064095386,0.599342011,0.49274893,0.782196775,0.001160165,0,0,0.612616219,0,0.575258198,0.484329066,0.013195895,0.468135947,0,0.005856762,5.702440022,0.062235857,4.004257404,0.379358198,0.044901843,0.068658927,0.038103821,0,0.27464118,0,0.009490751,2.391901632,0,0,0,0,0,0.02398573,0.002733155,0.000105177,0.507164752,0,0,0.000299251,0,0,0,0.098486364,0,1.85932673,3.09945957,0.034203489,0.008669243,0.099835883,0.322178899,0.0608473,0,0.146853224,0.006218945,0.811298635,0,0,0.528397062,0.000390451,0,0,0.306699102,0,2.42406509,0,0,1.911770964,0,0,0.002315855,0.157842071,0,0,2.688526322,0,0,1.613459873,4.013284103,,1.003827712,1.265815759,0,0,0.510461313,0.179252826,0,6.018837335,0.392580339,24.06140479,0.001341032,0.019275665,0,0.004785234,7.99386E-05,0.049977702,0.002116784,0,0,0,0.000741856,1.333506979,0,0.076508595,0.029119898,0.704422485,1.897723999,24.71624124,0,2.390874526,0.379643487,0,0
2012,130.4500015,8.695457325,18.95118995,6.389619319,30.62294251,10.74204328,21.62546472,33.42328435,6.172152076,46.18287072,25.40714076,19.88463313,0.000633336,3.42396437,0.029674262,1.466849525,0,2.124661873,0.068887681,0.628235327,0.534917584,0.856876936,0.000773443,0,0,0.697961624,0,0.669793085,0.460579778,0.014353459,0.47049433,0,0.010620262,5.576915152,0.049084126,4.044981528,0.413309906,0.045643698,0.064512764,0.038251796,0,0.240218914,0,0.020359828,2.370700096,0,0,0,0,0,0.021017241,0.015032356,7.01178E-05,0.445512071,0,0,0.000321272,0,0,0,0.082320912,0,1.628179908,3.014910284,0.025223122,0.007902692,0.052605832,0.328127517,0.066446748,0,0.140022468,0.005625177,0.830037287,0,0,0.605784408,0.000234271,0,0,0.476428072,0,2.434667701,0,0,1.858348945,0,0,0.003049208,0.202054378,0,0,2.674111672,0,0,1.66218807,4.524181555,,1.135930296,1.416161654,0,0,0.532948574,0.181899981,0,6.506821017,0.39309825,23.5563465,0.001609239,0.020832545,0,0.00592205,8.00442E-05,0.042949584,0.002411047,0,0,0,0.000585676,1.493819258,0,0.073733672,0.024243763,0.704422485,1.631496021,25.98802026,0,2.325262053,0.294829516,0,0
2013,132.0326419,8.189298903,19.45706433,6.578115167,31.2776953,10.44750342,22.32524028,33.75772447,6.117228192,46.52175226,25.39355713,20.37247311,0.000707846,3.154416428,0.0361167,1.385790816,0,2.42784217,0.055434823,0.65205286,0.573962676,0.886826791,0.001469542,0,0,0.798115784,0,0.750794812,0.464473125,0.01048131,0.484251484,0,1.96E-18,5.649325021,0.038282846,4.398599745,0.4434507,0.064424381,0.056296517,0.039435607,0,0.199379494,0,0.020281066,2.221665004,0,0,0,0,0,0.013471293,0.012416335,0.000210329,0.413458399,0,0,0.000270228,0,0,0,0.071904505,0,1.371263248,2.999870377,0.046034147,0.006756689,0.174712803,0.294952515,0.076301771,0,0.127889415,0.005187663,0.836851304,0,0,0.636864322,0.001249443,0,0,0.499737997,0,2.548547279,0,0,1.857429314,0,0,0.003743964,0.218169136,0,0,2.875849783,0,0,1.49976062,4.285975662,,1.149935435,1.273898879,0,0,0.548689644,0.178030515,0,6.804052835,0.393579188,23.98679392,0.002011549,0.022982523,0,0.004860067,0.000119897,0.046073193,0.002361395,0,0,0,0.000507586,1.523076281,0,0.073337253,0.020609201,0.725768633,1.530434457,26.25097014,0,2.261545824,0.415992338,0,0
2014,134.1004182,8.205083237,20.10088239,6.650135477,30.74110254,9.746260347,22.81205783,35.84489636,5.429551494,47.94333065,26.11134652,20.76774854,0.001192162,3.298853868,0.028541954,1.383452614,0,2.463910824,0.050518063,0.683288942,0.605198758,0.929612244,0.001160165,0,0,0.818380398,0,0.803033599,0.428654549,0.00678646,0.595094754,0,0.018312143,5.91212627,0.031274494,4.811219352,0.439293333,0.058567621,0.053139347,0.044392799,0,0.192696788,0,0.022762051,1.905399994,0,0,0,0,0,0.000708529,0.016398933,3.50589E-05,0.31958343,0.001952254,0,0.000253214,0,0,0,0.066920342,0,1.280366229,2.98564338,0.035335798,0.00571577,0.303347489,0.272607045,0.076936373,0,0.119360083,0.004531393,0.858145243,0,0,0.58680849,0.001327532,0,0,0.486267429,0,2.569006454,0,0,1.718710749,0,0,0.003743964,0.231391516,0,0,2.334667574,0,0,1.711775357,4.274902832,,1.169504789,1.263229196,0,0,0.580171826,0.173487259,0,6.62858949,0.396545473,23.25981555,0.002011549,0.022241152,0,0.003903295,0.000119897,0.037092826,0.00096881,0,0,0,0.000468541,1.534006592,0,0.065844962,0.018372707,0.715095517,1.541062774,28.21405934,0,2.25433988,0.375604724,0,0
2015,136.9035074,8.101704525,20.88187722,6.687484285,30.85544767,9.613881833,23.46569362,37.29741828,4.971871176,49.4301314,27.27494076,21.72474563,0.001303927,3.288754846,0.030181847,1.418526065,0,2.643270154,0.048303798,0.702811488,0.605198758,1.044797267,0.001160165,0,0,0.791101052,0,0.805282622,0.467198439,0.003934415,0.687857243,0,0.026550653,6.104689344,0.039455182,5.178153435,0.412595545,0.058567621,0.051313517,0.046242498,0,0.192950533,0,0.019572213,1.730790379,0,0,0,0,0,0.000890753,0.01475904,0.000350548,0.294921412,0.027920783,0,0.000219185,0,0,0,0.063741267,0,1.219885433,2.95922195,0.039123172,0.004993155,0.326386558,0.258193081,0.077011032,0,0.118025122,0.004718897,0.902862444,0,0,0.660213268,0.001171352,0,0,0.452922958,0,2.490939968,0,0,1.554339912,0,0,0.003628171,0.2353169,0,0,1.802160875,0,0,1.762807258,4.603869338,,1.132902151,1.270665623,0,0,0.567578978,0.173001009,0,6.797009381,0.399132476,23.32792264,0.0020786,0.022241152,0,0.003662041,0.000119726,0.042949584,0.002521127,0,0,0,0.000780902,1.450753582,0,0.062435768,0.01459624,0.675960953,1.662275742,29.63838902,0,2.112495534,0.109046537,0,0
2016,138.2814344,8.283869286,21.80834547,6.749705249,30.79224485,9.551532455,24.30882273,36.78691438,4.938250382,49.70011789,28.56976256,22.61942106,0.001676463,3.71430124,0.066883908,1.530214524,0,3.417515442,0.045358523,0.682586271,0.598561131,1.144564357,0.00085079,0,0,0.751156677,0,0.826477921,0.451664238,0.003506308,0.745282931,0,0.028112444,6.176686813,0.047244383,5.290780448,0.375283659,0.054663146,0.046064287,0.044022883,0,0.188772345,0,0.021541232,1.654926359,0,0,0,0,0,0.000848336,0.014798085,0.000223076,0.305157426,0.024833316,0,0.000493164,0,0,0,0.066223269,0,1.207273954,2.915850093,0.043037181,0.116089924,0.365552619,0.220595048,0.086231379,0,0.121573774,0.004000132,0.905545471,0,0,0.675128366,0.001061539,0,0,0.386546871,0,2.462352497,0,0,1.412804468,0,0,0.003319394,0.239242268,0,0,1.738663615,0,0,1.630523679,4.577157973,,1.153720428,1.262550265,0,0,0.63120716,0.164988629,0,6.885382681,0.351791323,23.5650295,0.00201155,0.020387738,0,0.003623084,0.000199542,0.037912816,0.002195822,0,0,0,0.000741682,1.42758136,0,0.054269637,0.0140599,0.701214559,1.6752624,29.1974231,0,1.958136676,0.019709261,0,0