Year,World,Africa,Asia and Oceania,Central and South America,Eurasia,Europe,Middle East,North America,EU28,OPEC,OECD,Persian Gulf,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burma,Cambodia,Cameroon,Canada,Chile,China,Colombia,Congo,Croatia,Cuba,Cyprus,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Lithuania,Malaysia,Malta,Mauritius,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Norway,NZ,Oman,Pakistan,Panama,Paraguay,Peru,Poland,Portugal,Qatar,Romania,Russian Federation & USSR,Senegal,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sudan,Suriname,Sweden,Tajikistan,Thailand,Togo,Tunisia,Turkey,Ukraine,United Kingdom,United States of America,Uruguay,Uzbekistan,Yemen,Zambia,Zimbabwe
1972,106.6820923,11.88372938,5.683539132,9.498760632,16.76562192,1.735931016,37.47822394,23.63628632,1.294014276,49.91553202,25.30648458,36.64228745,0.0900162,2.097000648,0.295462476,0.92653884,,0.6730281,0.103748904,,0.146035584,0,,,,0.085033908,,0.340721784,0.369401364,0.010383264,0.040528224,,0,3.157726428,0.059326956,1.7982306,0.424625256,0.014067648,,0.004689216,,0.003181968,,0.168141888,0.70505712,,,,,,0.062132112,0.264145212,,0.301407732,0,,0,0,,,0.082773036,,0.308692764,2.250656208,3.020524992,,0.002009664,0.048231936,0,,0.029977488,,,,,6.9417144,,,,4.533760116,,0.185558976,,,0.928046088,0,,0.001172304,,,,0.066863196,,,3.806554824,0.068077368,,0.588496608,0.016202916,,,0.134145072,0.014528196,,0.983604924,0.591511104,16.76562192,,,,,,,0.005777784,,0,0,,0.000251208,,0.166509036,0.141848784,,0.003475044,19.55051381,,,,,
1973,116.4090754,12.2808055,6.764152212,10.11254551,17.96292112,1.739950344,43.8734772,23.67522356,1.291753404,57.41815201,25.46487122,43.02724118,0.088215876,2.127815496,0.341391672,0.899157168,,0.801227916,0.107977572,,0.142811748,0,,,,0.091942128,,0.346499568,0.462767004,0.00795492,0.041072508,,0,3.685556304,0.053423568,2.145735,0.397452924,0.087545988,,0.005777784,,0.002847024,,0.44442882,0.589878252,,,,,,0.052502472,0.318113064,,0.280599336,0,,0,0,,,0.083275452,,0.301365864,2.772331488,4.167624456,,0.001632852,0.043877664,0,,0.0293076,,,,,6.381436824,,,,4.391199576,,0.18170712,,,0.97364034,0,,0.001758456,,,,0.062467056,,,4.26069702,0.066318912,,0.61252884,0.015616764,,,0.145784376,0.016412256,,1.151453736,0.598168116,17.96292112,,,,,,,0.031987152,,0,0,,0.000251208,,0.162405972,0.146998548,,0.003684384,19.01602692,,,,,
1974,116.812976,11.2855194,7.313209164,9.229884336,19.21104806,1.748784492,45.2099875,22.81454309,1.313692236,58.10474534,24.60075757,44.33360652,0.07410636,1.968047208,0.357594588,0.885047652,,0.793649808,0.093700584,,0.140802084,0,,,,0.088425216,,0.360776556,0.40277016,0.006028992,0.037429992,,0,3.455324172,0.04647348,2.72142,0.363665448,0.10278594,,0.007033824,,0.003726252,,0.376351452,0.512506188,,,,,,0.04521744,0.427137336,,0.26146566,0,,0,0,,,0.083610396,,0.31359132,2.826048132,4.055292612,,0.00167472,0.042830964,0,,0.028135296,,,,,5.384601612,,,,3.071603952,,0.16202916,,,1.238999724,0,,0.001004832,,,,0.061169148,,,4.671547704,0.071426808,,0.605662488,0.013523364,,,0.15972642,0.0230274,,1.034055864,0.606499848,19.21104806,,,,,,,0.082731168,,0,0,,0.000251208,,0.173291652,0.138541212,,0.003684384,18.12021919,,,,,
1975,110.9014656,10.45016906,7.691235336,7.773296616,20.54885627,2.083226076,40.580559,21.77412329,1.328974056,50.8236908,23.92178422,39.46590724,0.07619976,1.99040472,0.326193588,0.869723964,,0.844017012,0.085285116,,0.1276974,0,,,,0.078460632,,0.349681536,0.38895372,0.005107896,0.03998394,,0,2.934402516,0.041616792,3.1401,0.339214536,0.074901852,,0.009462168,,0.006196464,,0.34143354,0.70149834,,,,,,0.043040304,0.464567328,,0.242708796,0,,0,0,,,0.083987208,,0.346792644,2.685329784,4.654381824,,0.00146538,0.042621624,0,,0.025372008,,,,,4.405853376,,,,2.994943644,,0.196067844,,,1.544468652,0.000041868,,0.00083736,,,,0.059410692,,,3.70280592,0.388367568,,0.712425888,0.010927548,,,0.148757004,0.023153004,,0.883498536,0.61085412,20.54885627,,,,,,,0.084908304,,0,0,,0.000251208,,0.192969612,0.12958146,,0.041700528,17.29525212,,,,,
1976,120.3001618,12.13087619,8.795336364,7.703125848,21.76621024,2.685162312,45.98743439,21.23201642,1.75029174,56.8525572,23.99082455,44.79976483,0.0795492,2.097335592,0.316689552,0.87127308,,0.858963888,0.080847108,,0.121500936,0,,,,0.07913052,,0.340010028,0.45929196,0.004898556,0.048525012,,0,2.701700172,0.039272184,3.55878,0.316229004,0.0879228,,0.00983898,,0.00816426,,0.397243584,0.701540208,,,,,,0.044254476,0.474196968,,0.233497836,0,,0,0.000544284,,,0.089681256,,0.362535012,3.10639626,4.97831454,,0.001507248,0.046431612,0,,0.02428344,,,,,4.523669928,,,,3.912648336,,0.336032568,,,1.730697516,0,,0.000376812,,,,0.057401028,,,4.332458772,0.577736532,,0.76576572,0.011346228,,,0.1580517,0.01904994,,1.005585624,0.6154596,21.76621024,,,,,,,0.074190096,,0,0.000125604,,0.000334944,,0.15533028,0.10864746,,0.476290368,16.79961874,,,,,
1977,124.6393194,12.81428755,9.626625504,7.641789228,22.85151253,3.727675512,46.22038794,21.75704114,2.798959536,57.12181031,25.56728035,45.08538833,0.0816426,2.240733492,0.318280536,0.928087956,,0.86164344,0.074818116,,0.12120786,0,,,,0.067491216,,0.32698908,0.44128872,0.005400972,0.056228724,,0.001590984,2.707477956,0.038853504,3.92051952,0.297514008,0.068621652,,0.010718208,,0.021059604,,0.388660644,1.0079721,,,,,,0.043207776,0.471726756,,0.228934224,0,,0,0.000293076,,,0.091732788,,0.42642558,3.472155108,4.82089086,,0.001004832,0.045343044,0,,0.024827724,,,,,4.129566444,,,,4.165991604,,0.365633244,,,2.063213172,0,,0.000921096,,,,0.057861576,,,4.311106092,0.567478872,,0.710416224,0.019971036,,,0.188238528,0.015239952,,0.896561352,0.6133662,22.85151253,,,,,,,0.035336592,,0,0.000041868,,0.000586152,,0.180199872,0.109024272,,1.566616824,16.98635002,,,,,
1978,126.0184513,12.497598,10.09010426,7.683573492,23.92885991,4.47715458,44.0514162,23.28974489,3.389382072,54.68073844,27.85775303,42.97775321,0.0879228,2.39464026,0.270844092,0.972844848,,0.860261796,0.07494372,,0.115304472,0,,,,0.063053208,,0.326067984,0.466660728,0.010299528,0.059159484,,0.02114334,2.698308864,0.03265704,4.3563654,0.28281834,0.107558892,,0.01004832,,0.018086976,,0.428016564,1.022290956,,,,,,0.04626414,0.4438008,,0.2145735,0.00083736,,0,0.00125604,,,0.0921096,,0.471894228,3.368154996,5.259834972,,0.001004832,0.060792336,0,,0.022650588,,,,,4.496539464,,,,4.013340876,,0.43207776,,,2.651416704,0,,0.001004832,,,,0.05819652,,,3.96741168,0.709955676,,0.657160128,0.019719828,,,0.311581656,0.015198084,,0.98620074,0.574596432,23.92885991,,,,,,,0.04103064,,0,0.000041868,,0.00062802,,0.206995392,0.114341508,,2.183248728,17.94001932,,,,,
1979,130.8437802,13.7892258,10.26946678,8.24045976,24.51668663,5.537126736,44.643974,23.8468405,4.365073944,56.74700797,29.49805753,43.66242061,0.0879228,2.382205464,0.3673917,1.016513172,,0.82877706,0.072347904,,0.107014608,0,,,,0.054177192,,0.336702456,0.505723572,0.01088568,0.063388152,,0.083903472,3.068045172,0.04228668,4.4442882,0.26837388,0.116518644,,0.01004832,,0.01800324,,0.455272632,1.113605064,,,,,,0.050115996,0.431910288,,0.202389912,0.00083736,,0,0.003265704,,,0.084866436,,0.537626988,3.268718496,7.138200924,,0.000879228,0.07201296,0,,0.020180376,,,,,5.246604684,,,,4.223141424,,0.56375262,,,3.1599873,0,,0.000795492,,,,0.045384912,,,4.793886,0.787913892,,0.616380696,0.020766528,,,0.395778204,0.013858308,,1.025766,0.515939364,24.51668663,,,,,,,0.048483144,,0,0.000041868,,0.00062802,,0.231823116,0.118193364,,3.23074422,17.61880802,,,,,
1980,140.5942608,13.87600794,11.1984454,8.757799071,27.05992437,6.629768484,42.92275138,30.1495641,5.097018837,54.89595586,36.97097273,41.8105048,0.107220858,2.445228443,0.337872072,1.156472914,,0.930311565,0.067286092,,0.121989527,0,,0,0,0.066143619,0,0.425575032,0.59363377,0.006821213,0.069800617,0,0.133333867,3.731484537,0.092971637,4.803413063,0.300921816,0.145205379,,0.014037809,0,0.013169359,0,0.475235504,1.394300194,0,,,0,0,0.103040552,0.39824227,,0.213018657,0.004562162,0,0,0.011488502,0,0,0.125688259,0,0.402987643,3.663831711,5.679104055,0,0.080176023,0.092082319,0.002281081,0,0.024482779,0,,0,,3.943474195,,,0,4.055827392,,0.620936018,0,0,4.767010931,0,,0.002217696,0,,0,0.069583406,0,0,4.670148057,1.117575113,,0.643204603,0.022662707,0,0,0.444820076,0.017471798,0,1.063224923,0.556673453,27.05992437,0,,0,,,0,0.07371965,0,0,0.001147111,,0.000718065,0,0.241353223,0.106245346,,3.757316967,21.65106863,0,,0,0,0
1981,132.5030725,10.82784238,11.13030641,8.738930646,27.33634152,7.009797515,36.78147882,30.67837519,5.507000661,46.83290859,37.91723283,35.58008706,0.106927904,2.24132718,0.292022409,1.163390387,,0.958295551,0.059665245,,0.11745727,0,,0,0,0.053632774,0,0.496666268,0.411885577,0.006800263,0.062648914,0,0.199454337,3.383846829,0.107340324,4.55915892,0.297778153,0.184909507,,0.021394831,0,0.032821879,0,0.490087674,1.397338262,0,,,0,0,0.122546192,0.342687323,,0.205578947,0.004551239,0,0.01827896,0.011457112,0,0,0.125352562,0,0.718363817,3.755872521,2.251627922,0,0.082241442,0.089457208,0.015913148,0,0.017592111,0,,0,,2.664342319,,,0,2.59620667,,0.579700183,0,0,5.694271575,0,,0.002207012,0,,0,0.074138016,0,0,3.247706831,1.088765156,,0.725145931,0.022608496,0,0,0.440891644,0.017424061,0,0.936860307,0.561835945,27.33634152,0,,0,,,0,0.055695631,0,0,0.000228795,,0.002395105,0,0.258198792,0.105955067,,4.137176958,21.60025679,0,,0,0,0
1982,126.5140642,10.77418664,10.74545856,8.274538842,27.50084926,7.823473723,29.69162496,31.70393219,6.218093246,38.99994515,39.65714751,28.57312406,0.155531502,2.226832855,0.274051796,1.151840764,,0.89273738,0.061985963,,0.112925302,0,,0,0,0.061108712,0,0.605367193,0.391540283,0.006800263,0.069609904,0,0.24989108,3.334087046,0.11179598,4.633936424,0.334921919,0.198276448,,0.026327653,0,0.076584389,0,0.490087674,1.567394606,0,,,0,0,0.110715203,0.354034585,,0.194156519,0.004551239,0,0.049535195,0.013748535,0,0,0.134261553,0,0.862958514,3.087604018,2.278546869,0,0.002281016,0.084710164,0.0204667,0,0.022145663,0,,0,,1.942826678,,,0,2.626848855,,0.671925213,0,0,6.721472391,0,,0.002207012,0,,0,0.101924929,0,0,2.934947679,1.131107772,,0.736456613,0.027053355,0,0,0.445386634,0.012081134,0,0.778624932,0.564063783,27.50084926,0,,0,,,0,0.066834755,0,0,0.000686386,,0.022989383,0,0.262575028,0.115168543,,4.75375301,21.64837275,0,,0,0,0
1983,125.9978692,10.79357653,11.40963708,8.195897355,27.66082605,8.813730684,27.28565991,31.83854162,6.922889816,36.23754655,40.84386573,26.03517577,0.18226347,2.167248118,0.397599743,1.145945163,,0.980369532,0.059665245,,0.110039157,0.000445873,,0,0.009461705,0.056811857,0,0.790233923,0.40962499,0.006800263,0.069609904,0,0.261353977,3.510628534,0.102884669,4.803884916,0.357935193,0.193820797,,0.03125739,0,0.09846564,0,0.550075517,1.70702066,0,,,0,0,0.11297734,0.356304036,,0.187303063,0.004551239,0,0.057949666,0.016029165,0,0,0.13185295,0,1.061693684,3.118362009,2.26284415,0,0.002281016,0.108445372,0.052303787,0,0.022145663,0,,0,,2.517054756,,,0,2.509917015,,0.801479417,0,0,6.598753097,0,,0.002207012,0,,0,0.140876027,0,0,2.812563831,1.409276085,,0.851825185,0.029284648,0,0,0.386104104,0.010686624,0,0.693387462,0.561383059,27.66082605,0,,0,,,0,0.129213872,0,0,0.000915181,,0.036843144,0,0.262575028,0.101348323,,5.316355516,21.72915999,0,,0,0,0
1984,129.4575935,11.77263483,12.41775736,8.615290882,27.50039164,9.427471632,26.85593454,32.86811258,7.395704942,36.34867005,42.71506017,25.50464018,0.134026075,2.373363989,0.468515941,1.129314482,,1.150216788,0.05516104,,0.108071913,0.00089419,,0,0.016611465,0.054817835,0,1.109621073,0.388802191,0.009091859,0.07445399,0,0.310346069,3.745912459,0.102536951,5.216952092,0.396158324,0.270305393,,0.038741661,0,0.100929525,0,0.600168611,1.929134419,0,,,0,0,0.113286866,0.357280205,,0.183238991,0.004562162,0,0.062689919,0.011488502,0,0,0.133901237,0,1.152734771,3.25016578,2.72791716,0,0.002291516,0.108748282,0.061568318,0,0.018924548,0,,0,,2.756207242,,,0,2.488386145,,0.985858343,0,0,6.817015586,0,,0.002217696,0,,0,0.16030218,0,0,3.154338469,1.611288891,,0.944398891,0.038288458,0,0,0.41645423,0.010718993,0,0.920725803,0.556219311,27.50039164,0,,0,,,0,0.102760731,0,0,0.000458844,,0.062442953,0,0.263294417,0.094696946,,5.798197162,22.30518454,0,,0,0,0
1985,127.9543972,12.30087354,13.10894855,8.581702073,26.81573094,9.749477062,24.42878949,32.9688755,7.556784845,33.81521175,43.36132862,22.87041718,0.13365988,2.423773647,0.518901358,1.092019807,,1.343710085,0.052703099,,0.10508783,0.001582989,,0,0.018932661,0.052515007,0,1.312601491,0.371909986,0.013600526,0.069609904,0,0.424127069,3.811111444,0.097792666,5.676289269,0.413650895,0.267339029,,0.045236804,0,0.126911265,0,0.651593442,2.07603801,0,,,0,0,0.141838853,0.390345823,,0.187303063,0.002270223,0,0.060234152,0.006874268,0,0,0.131390819,0,1.3726101,3.000294877,3.231325599,0,0.002281016,0.108445372,0.063674177,0,0.025690757,0,,0,,2.421870789,,,0,2.400819098,,0.983168576,0,0,6.736847158,0,,0.002207012,0,,0,0.198826464,0,0,3.3882217,1.75990794,,1.133604654,0.078271364,0,0,0.428806236,0.010686624,0,0.714051581,0.516826589,26.81573094,0,,0,,,0,0.098024309,0,0.00243943,0.000228795,,0.112963075,0,0.249446278,0.09443821,,5.909764915,22.4209169,0,,0,0,0
1986,133.6711558,12.17095942,13.58623502,9.152142247,27.66226715,10.06844967,29.42099068,31.61011165,7.693895097,39.09569933,42.20750372,27.65841431,0.13365988,2.530223623,0.633464012,1.048150182,,1.217194325,0.052703099,,0.112925302,0.001591662,,0,0.018932661,0.046634781,0,1.335747,0.401297633,0.013600526,0.055697172,0,0.405786431,3.804023317,0.085062073,5.936876957,0.714389916,0.265111203,,0.047707837,0,0.166297523,0,0.679280123,1.901407294,0,,,0,0,0.159395114,0.37672911,,0.185018577,0.000686386,0,0.060234152,0.011457112,0,0,0.131390819,0,1.400010905,3.122193224,3.807839209,0,0.002281016,0.117939456,0.045481552,0,0.030068241,0.002302215,,0,,3.359525624,,,0,2.351878169,,1.122001817,0,0,6.131757425,0,,0.00110235,0,,0,0.239176326,0,0,3.324763252,1.932344815,,1.273856634,0.09385805,0,0,0.40183647,0.010686624,0,0.717951794,0.519054385,27.66226715,0,,0,,,0,0.096388522,0,0.004868068,0,,0.112038412,0,0.242881903,0.105955067,,5.942009974,21.67433091,0,,0.022016155,0,0
1987,134.5864314,12.09469685,13.56353373,8.902644147,27.99755907,10.13865716,30.51183646,31.37750397,7.440696907,39.57608775,42.12043501,28.591,0.131229707,2.547662776,0.808677489,1.041652478,,1.283511102,0.049717195,,0.110039157,0.001587615,,0,0.016568776,0.047194824,0,1.330262251,0.33332622,0.013600526,0.039439061,0,0.398908674,4.000453361,0.082834247,6.09549555,0.901364658,0.27402251,,0.047707837,0,0.212248147,0,0.4047203,2.092772817,0,,,0,0,0.167324713,0.351765131,,0.171311664,0,0,0.057949666,0.00916569,0,0,0.121500894,0,1.357185426,3.018209985,4.680460564,0,0.000688236,0.160338823,0.0409334,0,0.028122633,0.001151108,,0,,3.770665533,,,0,2.213872574,,1.110031295,0,0,6.373985157,0,,0.000886967,0,,0,0.224935189,0,0,3.039200841,2.246151965,,1.32715104,0.09385805,0,0,0.370371701,0.008447235,0,0.687473355,0.505687398,27.99755907,0,,0,,,0,0.085799021,0,0.004868068,0,,0.103821671,0,0.236913419,0.117471916,,5.661836436,21.00306545,0,,0.044278994,0,0
1988,139.9326888,12.89376694,13.86676787,9.516995459,28.11316081,10.03506656,34.30580067,31.20113054,7.060684743,43.95088083,41.91379826,31.87819275,0.107220858,2.498821535,1.018121238,1.091671256,,1.270940905,0.05516104,,0.112616299,0.001812729,,0,0.011869197,0.048912994,0,1.306496676,0.32970589,0.009997644,0.031423265,0,0.37471412,4.214836488,0.069172568,6.203083331,0.885006119,0.321685761,,0.040420587,0,0.2172179,0,0.701964582,2.007736272,0,,,0,0,0.17231516,0.361831571,,0.180494182,0,0,0.05122809,0.006895419,0,0,0.133181199,0,1.422029077,3.024260581,6.073218006,0,0.000915215,0.215848155,0.02735906,0,0.028028,0.001150976,,0,,3.576269603,,,0,2.673033111,,1.207747774,0,0,6.352598146,0,,0.000887078,0,,0,0.201742716,0,0,3.295238273,2.557015292,,1.410180852,0.100812576,0,0,0.319547696,0.008469605,0,0.816482438,0.454356016,28.11316081,0,,0,,,0,0.078781165,0,0.007329065,0,,0.11478685,0,0.234303975,0.115484077,,5.281891872,20.63369591,0,,0.382992801,0,0
1989,142.0837549,13.75564487,14.28678787,9.600741402,27.23032713,9.727028006,37.68853812,29.79468754,5.952759434,47.73513349,40.13175865,34.98101649,0.114218445,2.622601262,1.022078434,1.102318707,,1.160962964,0.055010323,,0.110656241,0.001428429,,0,0.009469414,0.050927779,0,1.393685949,0.315765333,0.011329917,0.036480833,0,0.389738393,4.122401824,0.065007786,6.247316873,0.94569144,0.365363359,,0.040310147,0,0.256010653,0,0.64698051,2.060094718,0,,,0,0,0.167320082,0.472046125,,0.173373983,0,0,0.041951723,0.009168773,0,0,0.112067322,0,1.563447751,3.229953668,6.589172024,0,0.000684536,0.195941934,0.004547385,0,0.02567773,0.000459132,,0,,4.238685756,,,0,2.618465625,,1.303260489,0,0,6.373307314,0,,0.000663491,0,,0,0.173686739,0,0,3.889089087,3.353182413,,1.467681651,0.107217136,0,0,0.292884563,0.007244749,0,0.881193535,0.424152859,27.23032713,0,,0,,,0,0.061867251,0,0.009745387,0,,0.115831117,0,0.238040041,0.128988772,,4.272801896,19.2989784,0,,0.428384626,0,0
1990,143.8641977,14.78971819,14.74510087,10.37157586,25.5532127,9.979676465,39.04352265,29.38139093,5.897576727,49.87999488,40.25563174,36.12504265,0.072905393,2.790832873,1.067004975,1.155446938,,1.340403057,0.052689995,,0.103433148,0.002098164,,0,0.009469414,0.053076202,0,1.470137252,0.356455883,0.009063934,0.031840173,0,0.369105173,4.131270723,0.063751265,6.285838364,1.031586447,0.367591168,,0.037846049,0,0.264763167,0,0.660823829,2.068834914,0,,,0,0,0.15658143,0.612752164,,0.164009648,0,0,0.037383525,0.009168773,0,0,0.121701706,0,1.475120925,3.355035407,4.626491456,0,0.000456357,0.207809545,0.004547385,0,0.02567773,0.000688699,,0,,2.786525703,,,0,3.119292818,,1.37961851,0,0,6.511143051,0,,0.000663491,0,0,0,0.189603354,0,0,4.102127748,3.674958969,,1.567215411,0.138390504,0,0,0.291704819,0.004829833,0,0.962459867,0.377378185,25.5532127,0,,0,,,0,0.054079882,0,0.009501753,0,,0.12892286,0,0.211782541,0.168146071,,4.257682524,18.73897715,0,,0.425878868,0,0
1991,143.325846,15.31877033,15.17568623,10.8978059,23.31737609,10.47659789,38.15076319,29.98884637,5.87936021,49.54054563,41.39237139,34.94621003,0.046173412,2.779212117,1.12316311,1.164483937,,1.272597036,0.061971314,,0.094369212,0.001874919,,0,0.009469414,0.053076202,0,1.471135594,0.381322356,0.00271918,0.036480833,0,0.350764523,4.12774393,0.055468225,6.424063053,0.980302125,0.347540741,,0.037846049,0,0.312901926,0,0.693124991,2.080637754,0,,,0,0,0.150367025,0.667219041,,0.16217103,0,0,0.038106604,0.01008565,0,0,0.103869074,0,1.375753424,3.641083696,0.68418902,0,0.000456357,0.191194903,0.004547385,0,0.0347725,0.000688699,,0,,0.433612683,,,0,3.368072851,,1.438906152,0,0,6.84579858,0,,0.000663491,0,0,0,0.192395451,0,0,4.287969835,4.193650861,,1.597615933,0.141423736,0,0,0.260240054,0.006729728,0,0.95257454,0.326138201,23.31737609,0,,0,,,0,0.067446836,0,0.008527214,0,,0.133792472,0,0.235851923,0.202696645,,4.263348939,19.01530386,0,,0.434705354,0,0
1992,143.6880937,15.487129,15.14954306,11.13161802,19.90000212,11.09443291,41.20900921,29.71635938,6.042655007,52.88155831,41.74081874,37.96854534,0.026805215,2.8555294,1.18480478,1.32517935,0,1.246234766,0.054996314,0.498494685,0.095669364,0.00232777,0.090903123,0,0.0132935,0.056573666,0,1.470957194,0.394917268,0.00249941,0.033413857,0,0.321840367,4.311656656,0.051152334,6.464385706,1.015196716,0.388703647,0.091104881,0.042891434,0,0.357641597,0,0.747558792,2.043172258,0,,0,0,0,0.153594981,0.678149687,0.006590477,0.144292485,0.002523644,0,0.031026876,0.011032672,0,0,0.101738453,0,1.291956422,3.454264912,0.955990173,0,0.000457608,0.198694182,0.003419882,0,0.039427609,0,1.009024745,0,,2.476212773,0.004932809,0,0,3.265700818,0,1.459965714,0,0,6.834806137,0,,0.00044354,0,0,0,0.147982333,0,0,4.415619506,4.773736188,,1.689184975,0.141268175,0,0,0.263206695,0.007198044,0,1.025025899,0.316310818,17.71322413,0,0.051762606,0,,0,0.003413931,0.06477482,0.000589479,0.012215108,0,0.002820625,0.148047266,0,0.247468702,0.194013251,0.20212032,4.370799812,18.56989658,0,0.129931183,0.402706269,0,0
1993,143.8299443,15.26317583,15.27731707,11.62038499,17.65538539,11.58885291,43.20627629,29.21855179,6.236694887,54.70807908,41.68203283,39.62793213,0.026731976,2.782578848,1.143380078,1.423627304,0,1.172377227,0.052361448,0.466070305,0.112733739,0.002544654,0.090654758,0,0.01373065,0.058567525,0,1.505663003,0.395575052,0.002265984,0.033154974,0,0.291157499,4.536157059,0.050384311,6.548692366,1.064930541,0.40323636,0.092532224,0.052630638,0,0.380733809,0,0.800214836,2.065749075,0,,0,0,0,0.146388937,0.710338601,0.004532738,0.139330047,0.003660725,0,0.026217802,0.016045353,0,0,0.100488027,0,1.232351965,3.46500824,1.173678485,0,0.000456357,0.198151292,0.001136847,0,0.034289006,0,0.924678519,0,,4.312176238,0.004466057,0,0,3.098190174,0.00362619,1.434229915,0,0,6.832374025,0,,0.000442327,0,0,0,0.145483931,0,0,4.442083431,5.102374867,,1.764240692,0.13764445,0,0,0.284962363,0.010991889,0,0.999958565,0.303422098,15.60456701,0,0.05162118,0,0.003112134,0,0.019710857,0.050826483,0.000587868,0.012181733,0,0.001679734,0.151753832,0,0.221065782,0.175056187,0.191168987,4.575735298,17.8500207,0,0.167302744,0.485457785,0,0
1994,146.6152751,15.26649846,15.63987934,12.22058488,16.31162802,13.49768859,44.58676105,29.09223478,7.481888876,56.07783587,43.50568052,40.66134499,0.026731976,2.747095593,1.204923233,1.566487577,0,1.245682024,0.049876846,0.429603487,0.114386106,0.003437635,0.09008972,0,0.013967385,0.061352689,0,1.586793599,0.401080983,0.002492582,0.032389823,0,0.247472876,4.722061446,0.046844204,6.66037735,1.050848951,0.400794937,0.099265415,0.062487031,0,0.404755239,0,0.846850889,2.079000381,0,0,0,0,0,0.14899813,0.745623946,0.004098713,0.133785627,0.003203135,0,0.024809109,0.019006365,0,0,0.110927474,0,1.381969356,3.466410525,1.272986031,0,0.000228179,0.205692958,0.015461108,0,0.031482419,0,0.940325763,0,,4.758990278,0.003596144,0,0,3.135115656,0.00657247,1.445179067,0,0,6.952961401,0,,0.000442327,0,0,0,0.227561682,0,0,4.376184874,5.772579389,,1.843476594,0.126942641,0,0,0.289272619,0.011216214,0,0.99683337,0.313706725,14.2242787,0,0.057218107,0,0.003112134,0,0.019710857,0.04457655,0.000195956,0.01461808,0,0.00122646,0.172179604,0,0.20724763,0.165842711,0.190768147,5.688615208,17.41721193,0,0.233953984,0.739703434,0,0
1995,149.7842454,15.86780949,16.15740125,13.21401719,16.01884902,14.20624355,45.37093474,28.94899011,7.760347051,57.56328379,44.12473973,41.27987648,0.024301797,2.771433419,1.451649892,1.712453828,0,1.293822981,0.054295009,0.407941926,0.10942901,0.002767899,0.087438375,0,0.00710206,0.07059662,0,1.649654382,0.390248718,0.002265984,0.022777932,0,0.254476241,4.933248662,0.04436044,6.775402562,1.364251321,0.418550393,0.08539852,0.066841395,0,0.40715917,0,0.909392512,2.136129811,0,0,0,0,0,0.133964525,0.827684849,0.002266369,0.134761846,0.009151814,0,0.021493502,0.021841776,0,0,0.102896618,0,1.636671701,3.443482311,1.298112902,0,0.000228179,0.222392127,0.018242488,0,0.032015314,0,0.938357465,0,,4.848788764,0.004466057,0,0,3.161064354,0.007252381,1.532637216,0,0,6.773173091,0,,0.000663491,0,0,0,0.191772706,0,0,4.516314558,6.220687569,,1.943379587,0.135345779,0,0,0.293102574,0.010318917,0,1.063836572,0.311438409,13.87530683,0,0.052729309,0,0.003351528,0,0.019710857,0.035513704,0.000391912,0.017124514,0,0.001453097,0.186990677,0,0.196730242,0.155430211,0.185568606,6.028890261,17.24256836,0,0.332575523,0.761195409,0,0
