Year,World,Africa,Asia and Oceania,Central and South America,Eurasia,Europe,Middle East,North America,EU28,OPEC,OECD,Persian Gulf,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burma,Cambodia,Cameroon,Canada,Chile,China,Colombia,Congo,Croatia,Cuba,Cyprus,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Lithuania,Malaysia,Malta,Mauritius,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Norway,NZ,Oman,Pakistan,Panama,Paraguay,Peru,Poland,Portugal,Qatar,Romania,Russian Federation & USSR,Senegal,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sudan,Suriname,Sweden,Tajikistan,Thailand,Togo,Tunisia,Turkey,Ukraine,United Kingdom,United States of America,Uruguay,Uzbekistan,Yemen,Zambia,Zimbabwe
1996,153.522611,16.34224723,16.64080542,14.11541846,15.85565893,15.12873108,45.92970094,29.51004895,7.952589287,58.83790087,45.65810918,41.72964746,0.023149959,2.929148166,1.59652255,1.816010139,0,1.331037646,0.051664651,0.409553957,0.09609566,0.003447053,0.082179159,0,0.004747679,0.075677155,0,1.8734146,0.37140597,0.001590534,0.018949593,0,0.248314544,5.040937764,0.039799492,7.115001865,1.462865952,0.448854937,0.077601589,0.07748332,0,0.456209135,0,0.922661026,2.149615577,0,0,0,0,0,0.118247164,0.838267321,0.002727094,0.135881987,0.013765331,0,0.019888151,0.029490794,0,0,0.09502306,0,1.583739538,3.558583555,1.334979058,0,0.000457608,0.242262512,0.036478744,0,0.033107856,0,1.037723752,0,,4.855680237,0.004478293,0,0,3.209066644,0.006835741,1.564434622,0,0,7.30625154,0,,0.000665308,0,0,0,0.175849167,0,0,4.54651604,6.951794958,,2.021517794,0.127871554,0,0,0.2718518,0.011246943,0,1.213020379,0.31407688,13.59102646,0,0.052873774,0,0.003840812,0,0.01976486,0.023108348,0.003914828,0.018315987,0,0.00122982,0.207233035,0,0.192538393,0.155158847,0.187012319,6.209000954,17.16285964,0,0.341133945,0.753275742,0,0
1997,157.8363471,16.91830482,16.97801589,15.17035545,16.15812513,15.06989354,47.58579749,29.9558548,7.813296589,61.58419252,46.13641811,43.3599982,0.022274427,3.008373224,1.603446136,1.996390337,0,1.380703603,0.045236184,0.403089542,0.108815388,0.003884125,0.082365438,0,0.003077559,0.075169443,0,1.965333366,0.387838557,0.00135959,0.021218148,0,0.284279763,5.280754318,0.027608996,7.251923204,1.518959987,0.584278407,0.077324305,0.078443655,0,0.504323883,0,0.900896825,1.998706851,0,0,0,0,0,0.097412936,0.840443494,0.006063313,0.127909549,0.011439768,0,0.021987185,0.036675092,0,0,0.11062216,0,1.640390501,3.495456074,2.624592086,0,0.000684536,0.266007974,0.04267066,0,0.029840791,0,1.180728595,0,,4.756964704,0.004012784,0,0,3.319064682,0.008689818,1.621639457,0,0,7.617826916,0,,0,0,0,0,0.165397177,0,0,4.833115897,7.038331928,,2.055620996,0.131975518,0,0,0.267906131,0.013459457,0,1.326619358,0.309922724,13.72901124,0,0.048240515,0,0.003590923,0,0.019710857,0.016931472,0.009757005,0.012181733,0,0.001293141,0.258725646,0,0.185346006,0.156439903,0.186767299,6.03486315,17.05727357,0,0.327179697,0.799276323,0,0
1998,160.8833568,16.88133297,17.10034046,15.42499212,16.23670768,14.97578995,50.51072037,29.75347327,8.042610873,64.24922005,45.73096801,46.25624904,0.015310132,2.968524308,1.651234397,2.029395677,0,1.284830488,0.049054764,0.532629456,0.102631054,0.00366088,0.082533086,0,0.002367353,0.08888483,0,2.263801169,0.393771684,0.001812787,0.025858808,0,0.277402011,5.435023663,0.026372268,7.247018787,1.705918484,0.610493511,0.081645481,0.080572885,0,0.521547164,0,0.871966372,1.948906163,0,0,0,0,0,0.087154723,0.79831876,0.004966763,0.134761846,0.011439768,0,0.015767611,0.054478838,0,0,0.08967189,0,1.620101561,3.495366937,4.848202612,0,0.000456357,0.254841087,0.045473848,0,0.029469272,0,1.192240495,0,,4.9448327,0.003786147,0,0,3.19499393,0.012407905,1.734202998,0,0,7.78635064,0.000231648,,0.000221164,0,0,0,0.168836972,0,0,4.880529314,6.736219138,,2.046138481,0.128001023,0,0,0.261311452,0.016599997,0,1.673045573,0.305207697,13.61896079,0,0.043751712,0,0.002872738,0,0.058958354,0.024506078,0.019595612,0.017054427,0,0.001066504,0.283399744,0,0.177258938,0.150305999,0.176769078,6.266945847,16.53209896,0,0.33486672,0.856322101,0,0
1999,158.6739681,16.77983185,17.09817624,15.11647691,17.07046464,15.06674889,49.02385079,28.51841876,8.142223639,61.88695192,44.59610961,44.73382189,0.013549084,2.93190643,1.673328433,1.923770123,0,1.277794948,0.043408675,0.636665114,0.102017444,0.003437635,0.082924272,0,0.002367353,0.079679058,0,2.632158722,0.44946261,0.001812787,0.022378311,0,0.229257859,5.271765677,0.024741172,7.23980493,1.900933934,0.623038252,0.067173325,0.096984404,0,0.656833223,0,0.866302595,2.000922548,0,0,0,0,0,0.08080174,0.751250964,0.004986012,0.125625453,0.013727721,0,0.00171258,0.052720445,0,0,0.084332179,0,1.600754484,3.392990089,5.65091433,0,0.000456357,0.196016799,0.034105386,0,0.027008702,0,1.368216221,0,,4.516641128,0.003578758,0,0,3.036467196,0.01054141,1.66626011,0,0,7.429411286,0.000463295,,0.000442327,0,0,0,0.12139259,0,0,4.827055504,6.741639788,,2.069348551,0.125447133,0,0,0.240135865,0.020189185,0,1.642628387,0.291410466,14.14671907,0,0.043751712,0,0.002154554,0,0.071891807,0.013543958,0.13542447,0.024363466,0,0.001066504,0.306535637,0,0.183979175,0.136126073,0.171303571,6.415544172,15.8172418,0,0.30301337,0.902842641,0,0
2000,165.1695488,17.34050642,17.60123088,15.90352829,18.31058236,14.78329992,52.2140553,29.01634568,7.416002011,65.96670348,45.20752185,47.74694086,0.013782753,3.038164315,1.681261414,1.833864204,0,1.671656225,0.04585429,0.646044928,0.103525291,0.005909476,0.084085393,0,0.001637949,0.077290781,0,2.957749076,0.47580248,0.001933636,0.028350448,0,0.194994809,5.515093701,0.021664361,7.381810719,1.61225533,0.645893784,0.064668111,0.102983733,0,0.796321698,0,0.919069003,1.825596781,0,0,0,0,0,0.077644876,0.716836096,0.004545157,0.146165668,0.016059553,0,0.012284833,0.047532426,0,0,0.089903964,0,1.591149002,3.3100415,5.807672309,0,0.000183043,0.21502513,0.026212869,0,0.02933829,9.20825E-05,1.642938713,0,,4.942721716,0.004545157,0,0,3.248050525,0.013599109,1.630124886,0,0,7.694102875,0.000415785,,0.000665308,0,0,0,0.111843253,0,0,4.920131836,7.206079,,2.207359128,0.127592106,0,0,0.222380249,0.029260489,0,1.850918589,0.283287006,15.09708247,0,0.039370486,0,0.002400507,4.49852E-05,0.070681553,0.010614214,0.365476955,0.024430216,0,0.000863974,0.368573244,0,0.176039662,0.121664782,0.166292436,5.5063525,15.8071491,0,0.303811299,0.968610444,0,0
2001,164.3713512,17.33419001,17.40458719,15.61296362,19.58280264,14.83995417,50.3741259,29.2227277,7.395361222,64.39825401,45.32906035,46.1236326,0.014464429,3.197998797,1.667635725,1.924156146,0,1.53488917,0.04660253,0.692153235,0.100860787,0.007859722,0.083855655,0,0.001657147,0.086320348,0,3.017417172,0.479532291,0.001366389,0.023489876,0,0.1757183,5.632103875,0.022879807,7.477754591,1.452982048,0.587554034,0.060944564,0.123204909,0,0.757534974,0,0.955570865,1.71642572,0,0,0,0,0,0.074978475,0.612752164,0.004532738,0.148153514,0.016015674,0,0.012650538,0.048319432,0,0,0.088368665,0,1.595822057,3.092345275,5.394867646,0,0.000182543,0.186226406,0.025010616,0,0.029412197,9.18713E-05,1.878771569,0,,4.751652911,0.004532738,0,0,3.145748747,0.021655155,1.566490131,0,0,7.931636787,0.000467928,,0.000884655,0,0,0,0.095702624,0,0,5.113282318,7.304203357,,2.072386618,0.141289767,0,0,0.216278704,0.033046346,0,1.843674127,0.289093658,16.05563191,0,0.037018517,0,0.002393949,3.14685E-05,0.069902541,0.015814508,0.409805985,0.024363466,0,0.000738836,0.377561734,0,0.157299851,0.110561799,0.167437643,5.552008717,15.65898704,0,0.303011214,0.972839908,0,0
2002,162.6147591,17.51817415,17.45097615,14.863236,21.0620797,14.69075455,47.54600838,29.48353017,7.431000198,60.85348966,45.38150927,43.33023057,0.015458373,3.417011686,2.013539135,1.906335451,0,1.478090664,0.048167853,0.708916429,0.100667005,0.01386301,0.082737988,0,0.001893883,0.088991163,0,3.388542702,0.413632009,0.001676828,0.035140129,0,0.160065965,5.931865776,0.021855833,7.680896033,1.34189092,0.57364159,0.058433639,0.116541713,0,0.811272928,0,0.909733653,1.700707677,0,0,0,0,0,0.072708655,0.570086495,0.003354226,0.157289229,0.016015674,0,0.008626425,0.041246918,0,0,0.069947821,0,1.671783337,2.888547971,4.571597484,0,0.000228179,0.202607605,0.027284308,0,0.029055941,4.59356E-05,2.168544184,0,,4.524671829,0.003444881,0,0,3.043874692,0.020034702,1.661185541,0,0,8.008125854,0.000882578,,0.000575025,0,0,0,0.141493701,0,0,4.799858889,7.122049087,,2.037332342,0.151136576,0,0,0.215830725,0.029881224,0,1.812681215,0.287463858,17.18311999,0,0.034774117,0,0.002393949,3.14685E-05,0.055891042,0.01428036,0.467878794,0.024363466,0,0.000700308,0.418571034,0,0.170828465,0.107507474,0.169037214,5.491893805,15.54353854,0,0.296025412,0.96948984,0,0
2003,167.9833362,18.59809267,17.2585753,14.26821258,23.2038784,14.15649557,50.64518578,29.85289595,7.058460058,64.24410558,44.96835969,46.64954313,0.016323517,3.774663801,2.027417121,1.89284219,0,1.231470518,0.046497068,0.731280598,0.101797169,0.01386301,0.082495832,0,0.000946941,0.080203689,0,3.498132862,0.429329503,0.00135959,0.035089851,0,0.153602769,6.273661474,0.021958204,7.724445871,1.260134983,0.565008702,0.058220757,0.135937198,0,0.820648932,0,0.952055544,1.697125283,0,0,0,0,0,0.063422379,0.547883141,0.006345833,0.165137482,0.016015674,0,0.007219847,0.050415691,0,0,0.071203304,0,1.673758543,2.677583534,2.955731248,0,0.000136907,0.227500312,0.043200152,0,0.029714101,4.59356E-05,2.37808896,0,,5.07456656,0.003127589,0,0,3.270916399,0.01758249,1.756193663,0,0,8.472539946,0.001160555,,0.000442327,0,0,0,0.141590806,0,0,5.15599019,6.961599607,,1.863807653,0.14190109,0,0,0.205215412,0.032831241,0,2.089759326,0.272764305,19.05418709,0,0.033651918,0,0.003004406,2.24926E-05,0.076456453,0.014696964,0.528571526,0.024363466,0,0.000797761,0.524905271,0,0.168428525,0.104042956,0.178102687,5.099193736,15.10669453,0,0.308037944,0.947515294,0,0
2004,176.2686763,20.21548009,17.45838689,14.97830443,25.30623348,13.36949128,55.17950434,29.76127579,6.425712582,70.4955992,43.93694407,51.43495521,0.016309756,3.916319029,2.373793597,1.792128465,0,1.076797733,0.047006426,0.714156251,0.102296943,0.013744461,0.082570345,0,0,0.118272122,0,3.475654729,0.449159318,0.002272192,0.046785815,0,0.151699617,6.398449467,0.020507018,7.919302055,1.235955209,0.539114014,0.05397481,0.143136288,0,0.853835895,0,1.225392289,1.607587216,0,0,0,0,0,0.061395285,0.544003317,0.004545157,0.155518586,0.016059553,0,0.006965191,0.045536148,0,0,0.077835534,0,1.725896429,2.545190889,4.549784674,0,0.000171603,0.247919093,0.059277962,0,0.032075431,4.60412E-05,2.795426547,0,,5.647125276,0.003181609,0,0,3.496287195,0.013880909,1.73048692,0,0,8.562234181,0.001368143,,0.00044354,0,0,0,0.132394349,0,0,5.292748244,6.810752552,,1.713158299,0.146880434,0,0,0.205441068,0.037483666,0,2.378805741,0.267719806,20.74127657,0,0.03261884,0,0.002059635,1.35167E-05,0.131404904,0.01339747,0.673015372,0.024430216,0,0.000568145,0.517625723,0,0.178331898,0.097978455,0.19409674,4.437446969,14.80059214,0,0.280315571,0.89476287,0,0
2005,179.2761262,21.88068174,17.62614609,15.38265265,26.18466056,12.28810799,57.16649404,28.74738313,5.852256136,73.86426884,41.920005,53.43409267,0.017011258,4.142294149,2.800103621,1.728442757,0,1.128407621,0.042305152,0.990419736,0.09583311,0.013706907,0.079322916,0,0,0.121537428,0,3.851067332,0.462474933,0.002265984,0.046719995,0,0.188713767,6.294951771,0.019166447,8.18019831,1.225687668,0.522046733,0.050256279,0.128795949,0,0.82524181,0,1.23065405,1.549194419,0,0,0,0,0,0.053337441,0.604393595,0.004532738,0.152865678,0.013727721,0,0.006095103,0.039318964,0,0,0.068142682,0,1.671573494,2.39217905,4.237179764,0,0.000228179,0.27202495,0.088674,0,0.03497619,4.59356E-05,2.991709006,0,,5.9819667,0.004532738,0,0,3.824102205,0.009940294,1.685238288,0,0,8.39954853,0.001274062,,0.000309629,0,0,0,0.105500293,0,0,5.954744964,6.297541726,,1.765697406,0.151182518,0,0,0.233362464,0.035676779,0,2.563819763,0.247067602,21.22618044,0,0.030648112,0,0.001675764,1.11935E-05,0.085763676,0.006890999,0.685846449,0.024363466,0,0.000633031,0.615790232,0,0.167424157,0.100591052,0.198765952,3.958194356,14.05288283,0,0.24321928,0.882971711,0,0
2006,178.9461693,22.10875198,17.69568573,15.43101179,27.16096955,11.34965931,56.4156165,28.78447441,5.333224401,73.08924171,40.98921751,52.88272432,0.018815583,4.166544136,3.176015794,1.723568777,0,1.087821996,0.043801674,1.458986966,0.097485476,0.013706907,0.079322916,0,0,0.117976061,0,4.065783309,0.488090529,0.002265984,0.053702769,0,0.198085074,6.706482391,0.015318904,8.325477758,1.237748373,0.548409338,0.045976545,0.127255881,0,0.748349386,0,1.239184613,1.501168641,0,0,0,0,0,0.05032282,0.538358883,0.002266369,0.154298711,0.013727721,0,0.004198988,0.046175451,0,0,0.064908643,0,1.730217164,2.253962775,4.506787076,0,0.000228179,0.261900095,0.14096892,0,0.035323365,4.59356E-05,3.088468717,0,,5.996034766,0.004532738,0,0,4.079872603,0.008324374,1.597285846,0,0,8.22062312,0.002390603,0,0.000442327,0,0,0,0.087611273,0,0,5.529629852,5.874630127,,1.682786498,0.151270746,0,0,0.241981955,0.033617911,0,2.625994873,0.227359003,21.71186725,0,0.034205983,0,0.001484248,1.11935E-05,0.056492107,0.006671269,0.740928911,0.02825972,0,0.000679911,0.698736685,0,0.170571463,0.097107593,0.20623187,3.579365491,13.8573689,0,0.210351686,0.827279986,0,0
2007,178.5662367,22.80222817,17.59124983,15.31093922,28.20457792,10.79243389,55.24017269,28.62463495,5.259215325,72.618158,40.33788017,51.95909652,0.015599756,4.166937988,3.910762266,1.691607332,0,1.098101218,0.044887114,1.916064569,0.097485476,0.013706907,0.079322916,0,0,0.119388042,0,4.120507297,0.373142416,0.002265984,0.049437173,0,0.189888324,6.999566765,0.011903858,8.470330152,1.236216423,0.473276793,0.042257418,0.124533058,0,0.681722953,0,1.182023279,1.495078605,0,0,0,0,0,0.046560867,0.554247035,0.002266369,0.151476448,0.013727721,0,0.002847301,0.036257456,0,0,0.055637874,0,1.728204779,2.137676331,4.702594082,0,0.000228179,0.256190648,0.118232004,0,0.036633272,4.59356E-05,3.211053783,0,,5.848636379,0.002266369,0,0,4.218254172,0.006996281,1.598904505,0,0,7.738746305,0.005395072,0,0.00048656,0,0,0,0.118835749,0,0,5.325159938,5.395964587,,1.617621552,0.162961874,0,0,0.238720061,0.030643311,0,2.776561789,0.223906832,22.16483839,0,0.034205983,0,0.001149095,1.11935E-05,0.045763487,0.006121942,0.908790785,0.032977841,0,0.000630746,0.73416861,0,0.187248974,0.094444516,0.202365938,3.575734572,13.88632188,0,0.222493443,0.70323448,0,0
2008,181.2389967,23.03421667,17.8571954,15.66477542,28.14595835,10.27275198,58.6292193,27.63487962,4.933493593,76.09456096,38.8832784,55.30428286,0.014621026,4.151426606,4.409940949,1.699850974,0,1.110952601,0.044006638,1.983136184,0.097752556,0.012998272,0.07954024,0,0,0.098377407,0,4.281384836,0.344381164,0.002272192,0.050017694,0,0.186955081,6.83333322,0.013323267,8.61671366,1.37244514,0.532878403,0.039161778,0.129091977,0,0.628643708,0,1.170251212,1.564620683,0,0,0,0,0,0.045927144,0.564677107,0.002272578,0.13742141,0.013765331,0,0.002290357,0.035683986,0,0,0.057246686,0,1.731595961,2.212181023,5.365439047,0,0.000228804,0.23669527,0.134891624,0,0.038047475,4.60412E-05,3.185889608,0,0,6.14859506,0.002272578,0,0,4.25929193,0.006817735,1.605129522,0,0,7.039171381,0.007451614,0,0.000399185,0,0,0,0.096523593,0,0,4.921131644,5.201107984,,1.727450276,0.148859857,0,0,0.25011334,0.031866339,0,2.992478163,0.226914361,22.0657314,0,0.034299697,0,0.001008213,1.12991E-05,0.041018088,0.005957144,0.938844599,0.038702601,0,0.000534608,0.777190074,0,0.186964146,0.096047415,0.18862968,3.358930513,13.76237501,0,0.214855196,0.660104914,0,0
2009,178.2956379,22.56265606,17.76064454,16.07679038,28.92958675,9.69214438,55.25670436,28.01711143,4.600057332,72.38203894,38.69158429,51.84845438,0.012949861,4.029739106,4.23191905,1.667611944,0,1.124182009,0.044294112,2.286284369,0.097485476,0.011474457,0.074790177,0,0,0.087832968,0,4.571677033,0.325465688,0.002265984,0.04229819,0,0.176308723,6.757734685,0.014605287,8.606260895,1.55938241,0.608482465,0.043350906,0.118855774,0,0.568870313,0,1.122673129,1.586536614,0,0,0,0,0,0.042749334,0.549499748,0.002266369,0.125625453,0.013727721,0,0.002667077,0.030967532,0,0,0.056507272,0,1.699236394,2.17034208,5.384213077,0,0.000228179,0.196481965,0.131458658,0,0.035154263,4.59356E-05,3.425874221,0,0,5.599711441,0.002266369,0,0,4.010098158,0.004532738,1.517795512,0,0,6.583392984,0.011867305,0,0.000353862,0,0,0,0.075407793,0,0,5.004848385,4.940791182,,1.847268997,0.145674188,0,0,0.29177146,0.027828503,0,3.223056292,0.218119246,22.38167109,0,0.036450383,0,0.00047879,1.11935E-05,0.017681147,0.005206397,0.947353893,0.038981546,0,0.000494056,0.803959384,0,0.176457296,0.10642836,0.177242928,3.175481056,14.67598376,0,0.141568139,0.629234088,0,0
2010,182.7490447,23.17406915,18.5177418,16.29945631,29.67952026,9.000656454,57.30672713,28.77087359,4.322214815,74.57169979,38.7711856,53.75310046,0.026352042,3.963031157,4.303165826,1.608106421,0,1.145936873,0.045554142,2.351333215,0.094177565,0.011475131,0.067991011,0,0,0.091343625,0,4.815965508,0.334535234,0.002265934,0.047504911,0,0.149017494,7.053290527,0.023393642,9.247744806,1.826128798,0.767646305,0.041112382,0.130606246,0,0.536885045,0,1.123477203,1.567510538,0,0,0,0,0,0.042600703,0.558010842,0.002266367,0.111919168,0.016448191,0,0.00533208,0.027399834,0,0,0.050188696,0,1.863975041,2.181396697,5.402776092,0,0.000228173,0.22786911,0.099668595,0,0.033554241,4.59356E-05,3.584624865,0,0,5.492240891,0.002266367,0,0,4.04101554,0.004532734,1.510305411,0,0,6.535046329,0.013843259,0,0.000442304,0,0,0,0.063067271,0,0,5.541318141,4.499857503,,1.964448235,0.151456473,0,0,0.313686938,0.028957712,0,3.650532675,0.20704184,22.88809637,0,0.045427638,0,0.000478812,1.11935E-05,0.016576005,0.005730912,0.952743979,0.038978973,0,0.000487269,0.825059182,0,0.170584283,0.11133719,0.158100016,2.940068136,15.18253674,0,0.179185544,0.617872704,0,0
2011,183.2007812,19.93512731,18.16386027,16.84639809,29.92618604,8.212354492,60.44874639,29.6681086,3.750543728,77.92712763,38.70381301,57.09619663,0.037703794,3.9277868,3.959692477,1.512391274,0,0.985795081,0.047547038,2.234307759,0.095829936,0.011475131,0.067991011,0,0,0.094027724,0,4.93934883,0.375791468,0.002265934,0.046742059,0,0.141360917,7.402353254,0.023562359,9.186578589,2.126237324,0.6549379,0.037253628,0.13553478,0,0.483903017,0,1.154405932,1.580513986,0,0,0,0,0,0.042024318,0.547745353,0.002266367,0.116487302,0.175056648,0,0.00399906,0.025089649,0,0,0.044794582,0,1.929793379,2.074271097,5.910161824,0,0.000889875,0.235399275,0.090018829,0,0.032191349,4.12893E-05,3.650711242,0,0,6.0194193,0.002266367,0,0,1.142411672,0.004532734,1.36580454,0,0,6.488986086,0.016176635,0,0.000442304,0,0,0,0.068042513,0,0.015341973,5.690271925,4.282725031,,2.012057929,0.15370666,0,0,0.304141926,0.0280113,0,3.915790069,0.202904034,23.12694912,0,0.040566198,0,0.000478812,1.11935E-05,0.017681147,0.004827637,0.888191227,0.038978973,0,0.000487269,0.854109838,0,0.14572986,0.105348475,0.149246843,2.420675834,15.77676926,0,0.200753648,0.47750902,0,0
2012,187.609846,21.58085611,18.27130227,16.74758787,30.2381606,7.551914696,60.81136236,32.45348532,3.360439785,78.8951613,40.81687378,57.95770203,0.041026094,3.961161834,4.041342613,1.428605577,0,0.973284881,0.046078887,2.101088137,0.11138198,0.010760336,0.068177286,0,0,0.108789317,0,4.852415789,0.352660369,0.002272142,0.046870121,0,0.144828044,7.9854267,0.022926272,9.261778541,2.2018148,0.598411662,0.033354691,0.128682085,0,0.443758932,0,1.166719269,1.595192278,0,0,0,0,0,0.038558279,0.523409118,0.002272576,0.116806436,0.179764189,0,0.003823828,0.024283394,0,0,0.044735309,0,1.925790631,1.998012094,6.730844543,0,0.000892313,0.240302345,0.086449226,0,0.031034485,5.06876E-05,3.582907942,0,0,6.276018643,0.002272576,0,0,3.392704842,0.004545152,1.384769446,0,0,6.4662907,0.023076096,0,0.000310462,0,0,0,0.063298559,0,0.045838058,5.66804211,4.014507193,,2.092167657,0.165292076,0,0,0.304261991,0.030143798,0,3.891298922,0.195738837,23.58563651,0,0.037113504,0,0.000480125,1.12991E-05,0.017538429,0.006707426,0.18084523,0.038678624,0,0.000485754,0.927028026,0,0.143858561,0.103373273,0.150287639,2.082621879,18.00176792,0,0.206031787,0.373352041,0,0
2013,187.2991232,20.07091114,18.07448343,16.8103211,30.53229558,7.129333485,59.67840177,35.23023514,3.113723722,77.47239158,42.98989706,57.08871397,0.04133236,3.717234889,4.068561377,1.400138854,0,0.815012788,0.039139418,1.979210598,0.12528654,0.009242546,0.067991011,0,0,0.122806573,0,4.758095559,0.298974686,0.002265934,0.046742059,0,0.143873336,8.426567625,0.021205406,9.442948076,2.332831495,0.548212223,0.033631472,0.123213433,0,0.383805346,0,1.215491009,1.59172699,0,0,0,0,0,0.037890501,0.499284274,0.002266367,0.117776388,0.22401885,0,0.002847531,0.022891883,0,0,0.044119343,0,1.908389202,1.904388212,6.871837127,0,0.000889875,0.241563886,0.084131782,0,0.030622565,5.04764E-05,3.695885935,0,0,6.293228066,0.002266367,0,0,2.288617003,0.004532734,1.320447345,0,0,6.381078434,0.032549951,0,0.000353844,0,0,0,0.066519309,0,0.045712818,5.313073065,3.831918626,,2.134756917,0.187108046,0,0,0.327534,0.043123144,0,3.943250913,0.199140461,23.8796043,0,0.04037558,0,0.000478812,1.11935E-05,0.016767164,0.016344391,0.262199761,0.036542787,0,0.000466872,0.918081797,0,0.138238414,0.106515931,0.138418614,1.873351673,20.42258908,0,0.195435641,0.288414656,0,0
2014,192.1422113,18.95963109,18.16458322,17.3674118,30.78444613,7.207981796,60.76502158,39.18268613,3.082230194,78.58861075,47.06650217,58.27164932,0.049834522,3.627777627,3.936241415,1.38237803,0,0.856298613,0.041485346,1.925080717,0.130347058,0.009242546,0.067991011,0,0,0.129874025,0,5.286083696,0.279980272,0.002265934,0.045756708,0,0.171943268,9.112325272,0.01811944,9.543644384,2.298722891,0.533126178,0.032512358,0.123213433,0,0.3615924,0,1.285274415,1.592780305,0,0,0,0,0,0.036384478,0.499284274,0.002266367,0.109835351,0.240278987,0,0.002653524,0.023041316,0,0,0.039524033,0,1.893833373,1.817576756,7.575447707,0,0.000889875,0.252273888,0.081857952,0,0.029147901,5.04764E-05,3.833020299,0,0,6.275096291,0.002266367,0,0,1.258300118,0.004532734,1.383531828,0,0,6.164443354,0.046996717,0,0.000353844,0,0,0,0.083892369,0,0.045712818,5.40341123,3.93117815,,2.146633697,0.216055924,0,0,0.339625052,0.04319689,0,3.937516546,0.197532022,24.0577786,0,0.039467937,0,0.000478812,1.11935E-05,0.015500731,0.013921417,0.222807663,0.036542787,0,0.000466872,0.907499409,0,0.115152613,0.109803729,0.123014632,1.852955258,23.9059175,0,0.1747027,0.275857542,0,0
2015,197.6705283,18.71301342,18.37501048,17.59154477,31.21821715,7.524280348,63.88868656,40.65888063,3.266663158,81.49252893,48.77542595,61.46453245,0.048995625,3.780192763,4.090770174,1.389208543,0,0.773770212,0.039921394,1.928864161,0.133736583,0.009242546,0.059118026,0,0,0.13906228,0,5.698981725,0.280688343,0.002265934,0.035140338,0,0.224672539,9.318551968,0.015547151,9.700990608,2.333564436,0.543025155,0.031225886,0.123213433,0,0.342045273,0,1.254670121,1.614245358,0,0,0,0,0,0.038388639,0.484144093,0.001811851,0.109779035,0.23418615,0,0.002459516,0.023011868,0,0,0.040738292,0,1.871536067,1.802587803,9.090772044,0,0.000889875,0.237850818,0.065941129,0,0.02800164,5.04764E-05,3.898764237,0,0,6.514309527,0.002266367,0,0,1.127572899,0.004532734,1.49086568,0,0,5.736252619,0.053687935,0,0.000353844,0,0,0,0.079884533,0,0.031998971,4.99595311,4.054117796,,2.233709465,0.207624735,0,0,0.293019181,0.041310215,0,3.860017036,0.19126352,24.44709155,0,0.047301746,0,0.000478812,1.11935E-05,0.015500731,0.010363247,0.212356355,0.041415159,0,0.00041161,0.946169322,0,0.085400626,0.111734756,0.109815569,2.087355475,25.60407604,0,0.163472639,0.105039648,0,0
2016,198.7017717,17.53681479,17.68366363,16.91758255,31.64534097,7.622072888,68.07407044,39.52179767,3.248823618,84.24118159,47.66198222,65.6474234,0.055433831,3.580114886,4.030943021,1.348446695,0,0.716105499,0.035277909,1.900694994,0.12955878,0.009267867,0.074237491,0,0,0.146640598,0,5.904775087,0.267798965,0.002272142,0.035236615,0,0.211494938,9.47260318,0.011486284,9.052629878,2.066175835,0.454078766,0.03224747,0.123139168,0,0.308578155,0,1.27043246,1.538495679,0,0,0,0,0,0.037919472,0.479760597,0.00090903,0.106700242,0.225661168,0,0.007265899,0.020633322,0,0,0.045277985,0,1.83240569,1.899847376,10.0204066,0,0.000892313,0.168206444,0.11172302,0,0.022312195,5.06876E-05,3.785606756,0,0,6.793214466,0.002272576,0,0,1.098252236,0.004545152,1.562239818,0,0,5.45924472,0.054414969,0,0.000354813,0,0,0,0.053127833,0,0.029794736,4.333408338,4.161347061,,2.296238193,0.197674646,0,0,0.259823698,0.045218771,0,3.82336784,0.177617098,25.05133596,0,0.046691441,0,0.000480125,1.12991E-05,0.009763197,0.005956731,0.206065311,0.041528626,0,0.000409064,0.971599568,0,0.090022761,0.11432209,0.102026609,2.212519442,24.58994977,0,0.147514919,0.047943156,0,0